0,0,0,0
494000.0,84000.0,16000.0,2
84000.0,16000.0,31000.0,0
16000.0,31000.0,6000.0,0
31000.0,6000.0,53000.0,0
6000.0,53000.0,104000.0,0
53000.0,104000.0,88000.0,2
104000.0,88000.0,60000.0,2
88000.0,60000.0,59000.0,2
60000.0,59000.0,93000.0,0
59000.0,93000.0,261000.0,0
93000.0,261000.0,141000.0,0
261000.0,141000.0,1806000.0,0
141000.0,1806000.0,3228000.0,0
1806000.0,3228000.0,5399000.0,0
3228000.0,5399000.0,7115000.0,0
5399000.0,7115000.0,6883000.0,0
7115000.0,6883000.0,1010000.0,0
6883000.0,1010000.0,270000.0,0
1010000.0,270000.0,334000.0,0
270000.0,334000.0,1570000.0,0
334000.0,1570000.0,1029000.0,0
1570000.0,1029000.0,180000.0,0
1029000.0,180000.0,575000.0,0
180000.0,575000.0,917000.0,0
575000.0,917000.0,1722000.0,0
917000.0,1722000.0,2565000.0,0
1722000.0,2565000.0,710000.0,0
2565000.0,710000.0,260000.0,0
710000.0,260000.0,244000.0,0
260000.0,244000.0,140000.0,0
244000.0,140000.0,273000.0,0
140000.0,273000.0,4250000.0,0
273000.0,4250000.0,3847000.0,0
4250000.0,3847000.0,1504000.0,0
3847000.0,1504000.0,879000.0,0
1504000.0,879000.0,4834000.0,0
879000.0,4834000.0,1986000.0,0
4834000.0,1986000.0,673000.0,0
1986000.0,673000.0,1883000.0,0
673000.0,1883000.0,1216000.0,0
1883000.0,1216000.0,520000.0,0
1216000.0,520000.0,1771000.0,0
520000.0,1771000.0,2003000.0,0
1771000.0,2003000.0,621000.0,0
2003000.0,621000.0,2545000.0,0
621000.0,2545000.0,141000.0,0
2545000.0,141000.0,1187000.0,0
141000.0,1187000.0,3777000.0,0
1187000.0,3777000.0,1418000.0,0
3777000.0,1418000.0,934000.0,0
1418000.0,934000.0,1345000.0,0
934000.0,1345000.0,427000.0,0
1345000.0,427000.0,541000.0,0
427000.0,541000.0,299000.0,0
541000.0,299000.0,783000.0,0
299000.0,783000.0,418000.0,0
783000.0,418000.0,242000.0,0
418000.0,242000.0,403000.0,0
242000.0,403000.0,1210000.0,0
403000.0,1210000.0,682000.0,0
1210000.0,682000.0,433000.0,0
682000.0,433000.0,131000.0,0
433000.0,131000.0,120000.0,0
131000.0,120000.0,324000.0,0
120000.0,324000.0,709000.0,0
324000.0,709000.0,366000.0,0
709000.0,366000.0,505000.0,0
366000.0,505000.0,2186000.0,0
505000.0,2186000.0,5666000.0,0
2186000.0,5666000.0,387000.0,0
5666000.0,387000.0,977000.0,0
387000.0,977000.0,5045000.0,0
977000.0,5045000.0,6035000.0,0
5045000.0,6035000.0,1675000.0,0
6035000.0,1675000.0,297000.0,0
1675000.0,297000.0,281000.0,0
297000.0,281000.0,576000.0,0
281000.0,576000.0,301000.0,0
576000.0,301000.0,386000.0,0
301000.0,386000.0,177000.0,0
386000.0,177000.0,259000.0,0
177000.0,259000.0,133000.0,0
259000.0,133000.0,424000.0,0
133000.0,424000.0,321000.0,0
424000.0,321000.0,264000.0,0
321000.0,264000.0,121000.0,0
264000.0,121000.0,998000.0,1
121000.0,998000.0,5806000.0,0
998000.0,5806000.0,3610000.0,0
5806000.0,3610000.0,2734000.0,0
3610000.0,2734000.0,1124000.0,0
2734000.0,1124000.0,2386000.0,0
1124000.0,2386000.0,1423000.0,0
2386000.0,1423000.0,907000.0,0
1423000.0,907000.0,375000.0,0
907000.0,375000.0,0.0,0
375000.0,0.0,313000.0,0
0.0,313000.0,182000.0,0
313000.0,182000.0,185000.0,0
182000.0,185000.0,307000.0,0
185000.0,307000.0,1445000.0,2
307000.0,1445000.0,7633000.0,0
1445000.0,7633000.0,924000.0,0
7633000.0,924000.0,1309000.0,1
924000.0,1309000.0,7967000.0,2
1309000.0,7967000.0,2770000.0,0
7967000.0,2770000.0,661000.0,0
2770000.0,661000.0,3827000.0,0
661000.0,3827000.0,970000.0,0
3827000.0,970000.0,1320000.0,0
970000.0,1320000.0,753000.0,0
1320000.0,753000.0,1470000.0,0
753000.0,1470000.0,1643000.0,0
1470000.0,1643000.0,2018000.0,0
1643000.0,2018000.0,279000.0,0
2018000.0,279000.0,0.0,0
279000.0,0.0,83000.0,0
0.0,83000.0,458000.0,0
83000.0,458000.0,375000.0,0
458000.0,375000.0,735000.0,0
375000.0,735000.0,11563000.0,0
735000.0,11563000.0,3541000.0,0
11563000.0,3541000.0,4056000.0,0
3541000.0,4056000.0,1015000.0,0
4056000.0,1015000.0,744000.0,0
1015000.0,744000.0,1321000.0,0
744000.0,1321000.0,7746000.0,0
1321000.0,7746000.0,1657000.0,0
7746000.0,1657000.0,1296000.0,0
1657000.0,1296000.0,2149000.0,0
1296000.0,2149000.0,2521000.0,0
2149000.0,2521000.0,3032000.0,0
